Unix Timestamp_x,Date,Symbol_x,Open_x,High_x,Low_x,Close_x,Volume_x,Unix Timestamp_y,Symbol_y,Open_y,High_y,Low_y,Close_y,Volume_y
1617768000000,2021-04-07 04:00:00,BTCUSD,57934.16,58675.79,55450.0,55879.67,1781.9753410549,1617768000000,ETHUSD,2105.16,2110.88,1930.02,1962.19,29078.21956651
1617681600000,2021-04-06 04:00:00,BTCUSD,58638.14,59028.19,57255.0,57934.16,1173.7192868101,1617681600000,ETHUSD,2116.1,2136.41,2045.78,2105.16,23881.40545488
1617595200000,2021-04-05 04:00:00,BTCUSD,57479.64,59468.95,56810.28,58638.14,845.1824567714,1617595200000,ETHUSD,2029.09,2150.36,2003.7,2116.1,18118.00653976
1617508800000,2021-04-04 04:00:00,BTCUSD,57557.71,58500.94,57042.53,57479.64,288.2999040605,1617508800000,ETHUSD,2016.73,2093.04,2004.14,2029.09,7767.299248199999
1617422400000,2021-04-03 04:00:00,BTCUSD,59251.04,59851.52,56500.0,57557.71,834.4516236367999,1617422400000,ETHUSD,2093.49,2128.36,1979.68,2016.73,20529.26233207
1617336000000,2021-04-02 04:00:00,BTCUSD,59800.0,59950.0,58485.68,59251.04,760.6411395158,1617336000000,ETHUSD,1993.87,2146.0,1981.77,2093.49,28897.91058059
1617249600000,2021-04-01 04:00:00,BTCUSD,59143.58,60100.0,57946.28,59800.0,1221.000419928,1617249600000,ETHUSD,1924.25,2008.9,1886.2,1993.87,27346.46267999
1617163200000,2021-03-31 04:00:00,BTCUSD,58621.67,59800.0,56880.0,59143.58,1679.5501714429001,1617163200000,ETHUSD,1820.42,1948.0,1772.21,1924.25,27258.1599167
1617076800000,2021-03-30 04:00:00,BTCUSD,57155.81,59385.0,57024.4,58621.67,933.9724073836001,1617076800000,ETHUSD,1796.29,1863.96,1787.44,1820.42,15236.25540542
1616990400000,2021-03-29 04:00:00,BTCUSD,55351.0,58430.77,54889.09,57155.81,2020.2558793770002,1616990400000,ETHUSD,1695.8,1840.0,1685.06,1796.29,31402.59943411
1616904000000,2021-03-28 04:00:00,BTCUSD,56094.03,56576.23,54711.01,55351.0,453.4449768443,1616904000000,ETHUSD,1711.61,1725.7,1662.32,1695.8,7473.87780877
1616817600000,2021-03-27 04:00:00,BTCUSD,54804.02,56624.33,53990.0,56094.03,730.3734161311,1616817600000,ETHUSD,1694.48,1733.63,1666.0,1711.61,6824.77400325
1616731200000,2021-03-26 04:00:00,BTCUSD,52450.8,55627.21,52205.36,54804.02,1655.3120371576001,1616731200000,ETHUSD,1620.62,1720.0,1611.71,1694.48,14462.120415399999
1616644800000,2021-03-25 04:00:00,BTCUSD,52152.85,53234.52,50387.01,52450.8,1736.8099425255,1616644800000,ETHUSD,1572.81,1629.99,1572.81,1620.62,4459.15977409
1616558400000,2021-03-24 04:00:00,BTCUSD,54375.12,57245.0,51533.89,52152.85,2556.0175446804,1616558400000,ETHUSD,1679.83,1741.0,1543.84,1572.81,28968.52481856
1616472000000,2021-03-23 04:00:00,BTCUSD,54710.81,55903.62,53000.0,54375.12,1916.1437117473001,1616472000000,ETHUSD,1702.34,1722.0,1648.86,1679.83,19605.94676819
1616385600000,2021-03-22 04:00:00,BTCUSD,57551.47,58445.36,53733.67,54710.81,1771.2047882501001,1616385600000,ETHUSD,1784.51,1807.31,1655.59,1702.34,22349.34765742
1616299200000,2021-03-21 04:00:00,BTCUSD,57833.32,58164.58,55500.0,57551.47,781.348959189,1616299200000,ETHUSD,1788.6,1812.34,1748.0,1784.51,7431.72139417
1616212800000,2021-03-20 04:00:00,BTCUSD,58428.9,59880.0,57469.36,57833.32,774.2225338050999,1616212800000,ETHUSD,1834.16,1869.51,1776.42,1788.6,13758.84015981
1616126400000,2021-03-19 04:00:00,BTCUSD,57793.71,59448.39,57507.61,58428.9,1014.1684193735001,1616126400000,ETHUSD,1781.08,1840.98,1781.08,1834.16,3576.30005384
1616040000000,2021-03-18 04:00:00,BTCUSD,58687.36,60099.99,56239.55,57793.71,1594.3797143462,1616040000000,ETHUSD,1834.24,1844.79,1734.0,1781.08,20993.80862533
1615953600000,2021-03-17 04:00:00,BTCUSD,55548.73,59567.59,54144.95,58687.36,1950.943234933,1615953600000,ETHUSD,1768.88,1849.99,1743.73,1834.24,16778.50562639
1615867200000,2021-03-16 04:00:00,BTCUSD,54255.04,57185.78,53589.0,55548.73,1350.9693820484,1615867200000,ETHUSD,1749.65,1819.02,1736.03,1768.88,14832.47943156
1615780800000,2021-03-15 04:00:00,BTCUSD,60362.18,60561.59,53238.69,54255.04,3453.0906241436,1615780800000,ETHUSD,1883.32,1890.76,1711.33,1749.65,36352.601674900005
1615694400000,2021-03-14 04:00:00,BTCUSD,61354.75,61500.82,58750.0,60362.18,1286.1463606257,1615694400000,ETHUSD,1910.54,1910.98,1837.43,1883.32,36424.1960309
1615608000000,2021-03-13 04:00:00,BTCUSD,56705.84,61785.0,56284.51,61354.75,2135.3074470917,1615608000000,ETHUSD,1759.54,1944.17,1748.75,1910.54,45500.10321291
1615521600000,2021-03-12 04:00:00,BTCUSD,57111.63,57959.22,55050.0,56705.84,1595.5801578923001,1615521600000,ETHUSD,1818.64,1822.15,1720.22,1759.54,25754.23926811
1615435200000,2021-03-11 04:00:00,BTCUSD,55971.68,58120.0,54281.74,57111.63,1776.0904192726998,1615435200000,ETHUSD,1803.2,1847.59,1780.0,1818.64,7961.19212812
1615348800000,2021-03-10 04:00:00,BTCUSD,53466.19,57400.0,53049.0,55971.68,2062.2855858739003,1615348800000,ETHUSD,1778.06,1872.93,1762.03,1803.2,24657.14614869
1615262400000,2021-03-09 04:00:00,BTCUSD,53931.34,55847.68,53140.76,53466.19,1933.1530114248,1615262400000,ETHUSD,1850.69,1879.01,1756.58,1778.06,19942.79588429
1615176000000,2021-03-08 04:00:00,BTCUSD,50591.21,54126.0,49300.01,53931.34,1880.7228822407,1615176000000,ETHUSD,1725.08,1863.26,1667.18,1850.69,24615.72953178
1615089600000,2021-03-07 04:00:00,BTCUSD,49610.32,51832.15,49135.73,50591.21,1157.0422112639,1615089600000,ETHUSD,1650.74,1753.63,1632.1,1725.08,14951.53351351
1615003200000,2021-03-06 04:00:00,BTCUSD,48648.76,49915.73,47096.87,49610.32,1027.2873780594,1615003200000,ETHUSD,1531.74,1687.68,1513.49,1650.74,22883.213938099998
1614916800000,2021-03-05 04:00:00,BTCUSD,47339.92,49455.61,46443.16,48648.76,1774.9251999728,1614916800000,ETHUSD,1482.82,1548.85,1441.56,1531.74,23728.37598606
1614830400000,2021-03-04 04:00:00,BTCUSD,49597.23,50754.39,46297.47,47339.92,2507.351760586,1614830400000,ETHUSD,1555.9,1600.0,1445.28,1482.82,17219.32291273
1614744000000,2021-03-03 04:00:00,BTCUSD,48749.78,52737.2,48697.28,49597.23,2756.2683964682,1614744000000,ETHUSD,1521.26,1659.19,1521.26,1555.9,29583.83349728
1614657600000,2021-03-02 04:00:00,BTCUSD,49023.76,49757.22,47076.52,48749.78,1887.7073157422,1614657600000,ETHUSD,1558.78,1594.0,1456.7,1521.26,24419.21943586
1614571200000,2021-03-01 04:00:00,BTCUSD,46408.05,50290.97,45700.01,49023.76,3079.2239192507,1614571200000,ETHUSD,1435.21,1605.63,1421.28,1558.78,39501.23356155
1614484800000,2021-02-28 04:00:00,BTCUSD,44673.36,46920.0,43033.66,46408.05,2188.5448742365,1614484800000,ETHUSD,1371.19,1460.0,1293.53,1435.21,49731.29153052
1614398400000,2021-02-27 04:00:00,BTCUSD,47440.0,48380.14,44510.0,44673.36,1191.0554625027,1614398400000,ETHUSD,1491.32,1527.92,1368.08,1371.19,36544.09216077
1614312000000,2021-02-26 04:00:00,BTCUSD,47360.43,48472.08,44121.24,47440.0,3297.5672843009,1614312000000,ETHUSD,1491.66,1563.74,1400.01,1491.32,72774.02325177
1614225600000,2021-02-25 04:00:00,BTCUSD,50266.89,52074.0,46000.0,47360.43,3900.7149105193,1614225600000,ETHUSD,1606.72,1611.26,1448.0,1491.66,30095.15909854
1614139200000,2021-02-24 04:00:00,BTCUSD,50965.74,51442.01,48113.83,50266.89,2798.4607185659997,1614139200000,ETHUSD,1640.95,1713.99,1555.44,1606.72,53635.97889594
1614052800000,2021-02-23 04:00:00,BTCUSD,51847.25,52294.87,44248.0,50965.74,6641.8988140333995,1614052800000,ETHUSD,1678.88,1696.18,1350.08,1640.95,114234.17752787
1613966400000,2021-02-22 04:00:00,BTCUSD,55914.43,56651.47,47000.0,51847.25,5371.3115236022995,1613966400000,ETHUSD,1871.71,1891.68,1512.29,1678.88,60195.04659926
1613880000000,2021-02-21 04:00:00,BTCUSD,56541.2,58481.6,55800.0,55914.43,1454.9033871025,1613880000000,ETHUSD,1935.3,1977.41,1860.78,1871.71,42551.47773959
1613793600000,2021-02-20 04:00:00,BTCUSD,55761.1,57500.0,54000.0,56541.2,1349.1918761199001,1613793600000,ETHUSD,2016.34,2040.0,1805.0,1935.3,33762.25050135
1613707200000,2021-02-19 04:00:00,BTCUSD,51241.23,56605.6,50906.0,55761.1,3143.9309706583003,1613707200000,ETHUSD,1910.18,2019.68,1899.0,2016.34,40784.94939548
1613620800000,2021-02-18 04:00:00,BTCUSD,52068.01,52344.0,50500.0,51241.23,2002.6016276812,1613620800000,ETHUSD,1893.59,1950.0,1890.72,1910.18,17501.15770451
1613534400000,2021-02-17 04:00:00,BTCUSD,49649.93,52668.45,49164.23,52068.01,2858.2001271473,1613534400000,ETHUSD,1754.57,1919.0,1734.0,1893.59,38894.01635669
1613448000000,2021-02-16 04:00:00,BTCUSD,49587.2,50602.34,47818.86,49649.93,2776.2707089079,1613448000000,ETHUSD,1820.46,1826.73,1725.0,1754.57,28696.62951114
1613361600000,2021-02-15 04:00:00,BTCUSD,47185.29,49600.0,46334.68,49587.2,1736.0346620938,1613361600000,ETHUSD,1730.44,1837.28,1690.8,1820.46,26955.3976113
1613275200000,2021-02-14 04:00:00,BTCUSD,47381.8,49700.0,45830.01,47185.29,2174.8999015458,1613275200000,ETHUSD,1811.68,1853.0,1658.0,1730.44,34010.91253496
1613188800000,2021-02-13 04:00:00,BTCUSD,47938.87,48027.3,46290.25,47381.8,1252.4367157862,1613188800000,ETHUSD,1869.36,1869.92,1764.19,1811.68,18352.51884758
